"JOINED","FIRST NAME","LAST NAME","EMAIL","COHORT","GROUP(S)","MENTEE STATUS","ADVISOR/MENTOR STATUS","WEBINAR STATUS","LAST LOGIN","MENTEE PROFILE CREATED","ADVISOR/MENTOR PROFILE CREATED","EXTERNAL ID","FIRSTHAND ID","GRADUATION YEAR","DEGREES","SCHOOLS","CONSULTS GIVEN","CONSULTS RECEIVED","TOTAL CONSULTS","CURRENT EMPLOYER","CURRENT LOCATION","CURRENT INDUSTRY","CURRENT JOB FUNCTION","LIST(S)","AVERAGE ADVISOR/MENTOR RATING","% POSITIVE ADVISOR/MENTOR REVIEWS","IS RESTRICTED TO GROUPS","OUT-OF-OFFICE SINCE","OUT-OF-OFFICE UNTIL","NOTES","PROGRAMS","AFFILIATION","PHONE NUMBER","BOOTH(S)","BOOTH(S) MANAGED","FAIRS","FIELD OF STUDY","GENDER","RACE / ETHNICITY","RESUME"
"Apr 17, 2023","Salvatore","Wuckert","norwood48@yahoo.com","unknown","","Added","N/A - No Access","Live","","","","","10330319","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Apr 17, 2023","Burley","Heathcote","fabiola_schowalter@gmail.com","unknown","","N/A - No Access","N/A - No Access","N/A - No Access","","","","","10330318","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Apr 12, 2023","Davin","Bartell","dock_graham@hotmail.com","unknown","","Added","N/A - No Access","Live","","","","","10330316","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Apr 12, 2023","Charan","Reddy","charancharan@gmail.com","unknown","","N/A - No Access","Incomplete Registration","N/A - No Access","Apr 12, 2023","","","","10330315","","","","0","0","0",""," 7223 Ridge Blvd, Brooklyn, NY 11209","","","","","","No","","","","","","","","","","","","","",""
"Apr 12, 2023","Liam","Keebler","gerhard.greenholt76@gmail.com","unknown","","Added","N/A - No Access","Live","","","","","10330313","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Apr 12, 2023","Billie","Hartmann","lloyd41@yahoo.com","unknown","","Added","Added","Live","","","","","10330312","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 12, 2023","Dessie","Schaden","brigitte4@hotmail.com","unknown","","N/A - No Access","Added","Live","","","","","10330311","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 12, 2023","Veronica","Braun","augustus66@yahoo.com","unknown","","Added","N/A - No Access","Live","","","","","10330310","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 12, 2023","Yadira","Hilll","freeman29@gmail.com","unknown","","Added","Added","Live","","","","","10330309","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 12, 2023","Adolphus","Ortiz","mona.stoltenberg89@gmail.com","unknown","","N/A - No Access","Added","Live","","","","","10330307","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 12, 2023","Wava","Hoeger","jaden30@gmail.com","unknown","","Added","N/A - No Access","Live","","","","","10330306","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 12, 2023","Berry","Pollich","chase92@hotmail.com","unknown","","Added","Added","Live","","","","","10330305","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 12, 2023","Pierce","Johns","camron.heidenreich25@gmail.com","unknown","","N/A - No Access","Added","Live","","","","","10330304","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 12, 2023","Unique","Harvey","sydni32@yahoo.com","unknown","","Added","N/A - No Access","Live","","","","","10330303","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 12, 2023","Alessandro","Rodriguez","nella.kessler@hotmail.com","unknown","","Added","Added","Live","","","","","10330302","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 12, 2023","Dylan","Veum","tremaine.davis@gmail.com","unknown","","N/A - No Access","Added","Live","","","","","10330300","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 12, 2023","Preston","Bauch","fabian83@hotmail.com","unknown","","Added","N/A - No Access","Live","","","","","10330299","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 12, 2023","Forest","Hessel","cooper.bechtelar19@gmail.com","unknown","","Added","Added","Live","","","","","10330298","","","","0","0","0","","","","","","","","No","","","TestNotes","","","","","","","","","","",""
"Apr 12, 2023","Dortha","Weissnat","oren.deckow@yahoo.com","unknown","","N/A - No Access","Added","Live","","","","","10330297","","","","0","0","0","","","","","","","","No","","","TestNotes","","","","","","","","","","",""
"Apr 12, 2023","Herman","Mayer","raquel.hand@gmail.com","unknown","","Added","N/A - No Access","Live","","","","","10330296","","","","0","0","0","","","","","","","","No","","","TestNotes","","","","","","","","","","",""
"Apr 12, 2023","Eldridge","Williamson","reyna58@gmail.com","unknown","Swimming, Delta Delta Delta, French Club, Hillel, Dallas, Photography Students & Alumni, Brookfield House, Law School, Corporate Sponsorship","Added","Added","Live","","","","","10330295","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Apr 12, 2023","Eusebio","Harvey","cameron.wiza57@yahoo.com","unknown","Swimming, Delta Delta Delta, French Club, Hillel, Dallas, Photography Students & Alumni, Brookfield House, Law School, Corporate Sponsorship","N/A - No Access","Added","Live","","","","","10330294","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Apr 12, 2023","Myles","Reilly","german_reynolds@yahoo.com","unknown","Swimming, Delta Delta Delta, French Club, Hillel, Dallas, Photography Students & Alumni, Brookfield House, Law School, Corporate Sponsorship","Added","N/A - No Access","Live","","","","","10330293","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Apr 12, 2023","Libbie","Walsh","rosella26@hotmail.com","unknown","","Added","Added","Live","","","","","10330291","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Apr 12, 2023","Idell","Jones","berniece49@hotmail.com","unknown","","N/A - No Access","Added","Live","","","","","10330290","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Apr 12, 2023","Emory","Carroll","birdie.hackett@yahoo.com","unknown","","Added","N/A - No Access","Live","","","","","10330289","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Apr 12, 2023","Dannie","Jast","adolph81@gmail.com","unknown","","N/A - No Access","N/A - No Access","N/A - No Access","","","","","10330287","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Apr 11, 2023","Sravya","Melanaatturu","sravsuat@gmail.com","unknown","","Incomplete Registration","N/A - No Access","N/A - No Access","Apr 11, 2023","","","","10330285","","","","0","0","0","","Tirupati Area, India","","","","","","No","","","","","","","","","","","","","",""
"Apr 11, 2023","Alberta","Barrows","keven16@gmail.com","unknown","","Added","N/A - No Access","Live","","","","","10330284","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Apr 11, 2023","Afton","Kuhn","mellie.wolff@gmail.com","unknown","","N/A - No Access","Added","Live","","","","","10330283","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 11, 2023","Reynold","Dare","michelle.jerde76@gmail.com","unknown","","Added","N/A - No Access","Live","","","","","10330282","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 11, 2023","Maybell","Kuhic","else_olson72@hotmail.com","unknown","","Incomplete Registration","Incomplete Registration","Live","Apr 11, 2023","","","","10330281","","","","0","0","0","","","","","","","","No","","","TestNotes","","","","","","","","","","",""
"Apr 11, 2023","Karina","Runolfsdottir","keeley_sauer@gmail.com","unknown","","N/A - No Access","Added","Live","","","","","10330280","","","","0","0","0","","","","","","","","No","","","TestNotes","","","","","","","","","","",""
"Apr 11, 2023","Linda","McClure","nella_padberg@hotmail.com","unknown","","Added","N/A - No Access","Live","","","","","10330279","","","","0","0","0","","","","","","","","No","","","TestNotes","","","","","","","","","","",""
"Apr 11, 2023","Ward","Halvorson","madyson_johnson43@gmail.com","unknown","Swimming, Delta Delta Delta, French Club, Hillel, Dallas, Photography Students & Alumni, Brookfield House, Law School, Corporate Sponsorship","Added","Added","Live","","","","","10330278","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Apr 11, 2023","Reid","Bosco","shanny87@yahoo.com","unknown","Swimming, Delta Delta Delta, French Club, Hillel, Dallas, Photography Students & Alumni, Brookfield House, Law School, Corporate Sponsorship","N/A - No Access","Added","Live","","","","","10330277","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Apr 11, 2023","Edmond","Tremblay","kasey_weber@yahoo.com","unknown","Swimming, Delta Delta Delta, French Club, Hillel, Dallas, Photography Students & Alumni, Brookfield House, Law School, Corporate Sponsorship","Added","N/A - No Access","Live","","","","","10330276","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Apr 11, 2023","Linnea","Reynolds","nya93@hotmail.com","unknown","","Added","Added","Live","","","","","10330275","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Apr 11, 2023","Johnpaul","Glover","osvaldo.jast90@yahoo.com","unknown","","N/A - No Access","Added","Live","","","","","10330274","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Apr 11, 2023","Herminia","Wisoky","mekhi.hoppe@hotmail.com","unknown","","Added","N/A - No Access","Live","","","","","10330273","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Apr 11, 2023","Cooper","Terry","miles94@yahoo.com","unknown","","N/A - No Access","N/A - No Access","N/A - No Access","","","","","10330272","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Apr 11, 2023","Hildegard","Hammes","harmon98@yahoo.com","unknown","","N/A - No Access","N/A - No Access","N/A - No Access","","","","","10330271","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Apr 11, 2023","Declan","Schroeder","rossie38@yahoo.com","unknown","","Added","N/A - No Access","Live","","","","","10330270","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Apr 11, 2023","Adella","Schmitt","weston38@hotmail.com","unknown","","Added","N/A - No Access","Live","","","","","10330269","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Apr 11, 2023","Annabell","Deckow","jordyn15@yahoo.com","unknown","","Added","Added","Live","","","","","10330268","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 11, 2023","Jennyfer","Cartwright","baby.runte@hotmail.com","unknown","","N/A - No Access","Added","Live","","","","","10330267","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 11, 2023","Ralph","Kling","pattie_reichel@gmail.com","unknown","","Added","N/A - No Access","Live","","","","","10330266","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 11, 2023","Dereck","Predovic","mozell_langworth@hotmail.com","unknown","","Added","Added","Live","","","","","10330265","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 11, 2023","Vita","Hane","alexandrea69@yahoo.com","unknown","","N/A - No Access","Added","Live","","","","","10330264","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 11, 2023","Raheem","Haag","eloise_borer9@yahoo.com","unknown","","Added","N/A - No Access","Live","","","","","10330263","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 11, 2023","Jesus","Stokes","pierce_thompson@gmail.com","unknown","","Added","Added","Live","","","","","10330262","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 11, 2023","Kylie","DuBuque","paula_breitenberg@hotmail.com","unknown","","N/A - No Access","Added","Live","","","","","10330261","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 11, 2023","Kennedi","Smith","elijah7@hotmail.com","unknown","","Added","N/A - No Access","Live","","","","","10330260","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 11, 2023","Sam","Skiles","nelson_mante@hotmail.com","unknown","","Added","Added","Live","","","","","10330259","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 11, 2023","Daphne","Cremin","eleanore1@hotmail.com","unknown","","N/A - No Access","Added","Live","","","","","10330258","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 11, 2023","Adela","Ritchie","grace.waters@yahoo.com","unknown","","Added","N/A - No Access","Live","","","","","10330257","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 11, 2023","Mason","Jakubowski","vergie65@yahoo.com","unknown","","Added","Added","Live","","","","","10330256","","","","0","0","0","","","","","","","","No","","","TestNotes","","","","","","","","","","",""
"Apr 11, 2023","Granville","Bradtke","jany.kuhic@hotmail.com","unknown","","N/A - No Access","Added","Live","","","","","10330255","","","","0","0","0","","","","","","","","No","","","TestNotes","","","","","","","","","","",""
"Apr 11, 2023","Twila","Herman","angeline.kohler80@yahoo.com","unknown","","Added","N/A - No Access","Live","","","","","10330254","","","","0","0","0","","","","","","","","No","","","TestNotes","","","","","","","","","","",""
"Apr 11, 2023","Bettye","Roberts","tillman.oreilly@gmail.com","unknown","Swimming, Delta Delta Delta, French Club, Hillel, Dallas, Photography Students & Alumni, Brookfield House, Law School, Corporate Sponsorship","Added","Added","Live","","","","","10330253","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Apr 11, 2023","Tito","Mertz","americo.reichert51@hotmail.com","unknown","Swimming, Delta Delta Delta, French Club, Hillel, Dallas, Photography Students & Alumni, Brookfield House, Law School, Corporate Sponsorship","N/A - No Access","Added","Live","","","","","10330252","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Apr 11, 2023","Elfrieda","Hegmann","antwon.huel@gmail.com","unknown","Swimming, Delta Delta Delta, French Club, Hillel, Dallas, Photography Students & Alumni, Brookfield House, Law School, Corporate Sponsorship","Added","N/A - No Access","Live","","","","","10330251","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Apr 11, 2023","Kiana","Little","guadalupe_barrows47@hotmail.com","unknown","","Added","Added","Live","","","","","10330250","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Apr 11, 2023","Aurelio","Bernhard","brent.schuster@gmail.com","unknown","","N/A - No Access","Added","Live","","","","","10330249","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Apr 11, 2023","Eveline","Parker","america_bartell@yahoo.com","unknown","","Added","N/A - No Access","Live","","","","","10330248","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Apr 11, 2023","Georgette","Kuvalis","emil_dare@gmail.com","unknown","","N/A - No Access","N/A - No Access","N/A - No Access","","","","","10330247","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Apr 10, 2023","Charan","Reddy","charandemo@uat.com","unknown","","N/A - No Access","Pending","N/A - No Access","Apr 17, 2023","","Apr 17, 2023","","10330246","","","","0","0","0","","1113 Grant Ave Bronx,NY","","","","","","No","","","","","","","","","","","","","",""
"Apr 10, 2023","Hayden","Herzog","lorine.mante@gmail.com","unknown","","Added","N/A - No Access","Live","","","","","10330245","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Apr 10, 2023","Benedict","Nitzsche","jenifer.king67@hotmail.com","unknown","","Added","N/A - No Access","Live","","","","","10330244","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Apr 10, 2023","Leslie","Bernier","lenna_labadie@gmail.com","unknown","","Added","Added","Live","","","","","10330243","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 10, 2023","Ada","Kutch","brody6@gmail.com","unknown","","N/A - No Access","Added","Live","","","","","10330242","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 10, 2023","Brenda","Adams","abigail_bechtelar@gmail.com","unknown","","Added","N/A - No Access","Live","","","","","10330241","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 10, 2023","Jacky","Dickens","timothy.lindgren69@gmail.com","unknown","","Added","Added","Live","","","","","10330240","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 10, 2023","Marianna","Pollich","lera0@yahoo.com","unknown","","N/A - No Access","Added","Live","","","","","10330239","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 10, 2023","Maurine","Anderson","anthony_morissette33@hotmail.com","unknown","","Added","N/A - No Access","Live","","","","","10330238","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 10, 2023","Aileen","Howe","werner.tremblay94@yahoo.com","unknown","","Added","Added","Live","","","","","10330237","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 10, 2023","Gustave","Walsh","june54@hotmail.com","unknown","","N/A - No Access","Added","Live","","","","","10330236","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 10, 2023","Lisa","Jakubowski","wilfredo3@hotmail.com","unknown","","Added","N/A - No Access","Live","","","","","10330235","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 10, 2023","Maud","Bogisich","marianna35@yahoo.com","unknown","","Added","Added","Live","","","","","10330234","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 10, 2023","Okey","Keeling","meredith44@hotmail.com","unknown","","N/A - No Access","Added","Live","","","","","10330233","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 10, 2023","Dedric","Senger","eduardo1@hotmail.com","unknown","","Added","N/A - No Access","Live","","","","","10330232","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 10, 2023","Ottilie","Dare","benedict60@yahoo.com","unknown","","Added","Added","Live","","","","","10330231","","","","0","0","0","","","","","","","","No","","","TestNotes","","","","","","","","","","",""
"Apr 10, 2023","Luna","Bahringer","elmore_murazik3@hotmail.com","unknown","","N/A - No Access","Added","Live","","","","","10330230","","","","0","0","0","","","","","","","","No","","","TestNotes","","","","","","","","","","",""
"Apr 10, 2023","Ransom","Runolfsdottir","harold61@yahoo.com","unknown","","Added","N/A - No Access","Live","","","","","10330229","","","","0","0","0","","","","","","","","No","","","TestNotes","","","","","","","","","","",""
"Apr 10, 2023","Gabe","Howell","paris42@gmail.com","unknown","Swimming, Delta Delta Delta, French Club, Hillel, Dallas, Photography Students & Alumni, Brookfield House, Law School, Corporate Sponsorship","Added","Added","Live","","","","","10330228","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Apr 10, 2023","Carter","Ebert","jayne.bradtke@hotmail.com","unknown","Swimming, Delta Delta Delta, French Club, Hillel, Dallas, Photography Students & Alumni, Brookfield House, Law School, Corporate Sponsorship","N/A - No Access","Added","Live","","","","","10330227","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Apr 10, 2023","Letha","Mann","karli28@gmail.com","unknown","Swimming, Delta Delta Delta, French Club, Hillel, Dallas, Photography Students & Alumni, Brookfield House, Law School, Corporate Sponsorship","Added","N/A - No Access","Live","","","","","10330226","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Apr 10, 2023","Darrin","Gleichner","arielle97@yahoo.com","unknown","","Added","Added","Live","","","","","10330225","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Apr 10, 2023","Damaris","Wolff","beryl85@gmail.com","unknown","","N/A - No Access","Added","Live","","","","","10330224","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Apr 10, 2023","Thurman","Kautzer","aditya_luettgen41@gmail.com","unknown","","Added","N/A - No Access","Live","","","","","10330223","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Apr 10, 2023","Colt","Stark","kaley.fahey57@hotmail.com","unknown","","N/A - No Access","N/A - No Access","N/A - No Access","","","","","10330222","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Apr 05, 2023","Alia","Bechtelar","adeline_sauer@gmail.com","unknown","","Added","N/A - No Access","Live","","","","","10330218","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Apr 05, 2023","Sydni","Batz","pedro_rippin@hotmail.com","unknown","","Added","N/A - No Access","Live","","","","","10330217","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Apr 05, 2023","Zelma","Jaskolski","madeline.cronin51@hotmail.com","unknown","","Added","Added","Live","","","","","10330216","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 05, 2023","Jarod","Franey","william68@yahoo.com","unknown","","N/A - No Access","Added","Live","","","","","10330215","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 05, 2023","Kenton","Ernser","kris.ziemann50@yahoo.com","unknown","","Added","N/A - No Access","Live","","","","","10330214","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 05, 2023","Karolann","Christiansen","tatum77@yahoo.com","unknown","","Added","Added","Live","","","","","10330213","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 05, 2023","Kevin","Davis","dortha.franey63@gmail.com","unknown","","N/A - No Access","Added","Live","","","","","10330212","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 05, 2023","Lyric","Friesen","brown_blanda@gmail.com","unknown","","Added","N/A - No Access","Live","","","","","10330211","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 05, 2023","Shayna","Toy","rowena_jones@gmail.com","unknown","","Added","Added","Live","","","","","10330210","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 05, 2023","Amani","Champlin","kristin.little60@yahoo.com","unknown","","N/A - No Access","Added","Live","","","","","10330209","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 05, 2023","Granville","Ward","peter.kertzmann36@hotmail.com","unknown","","Added","N/A - No Access","Live","","","","","10330208","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 05, 2023","Eleazar","Erdman","larue.jacobs@hotmail.com","unknown","","Added","Added","Live","","","","","10330207","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 05, 2023","Ross","Lueilwitz","janae96@gmail.com","unknown","","N/A - No Access","Added","Live","","","","","10330206","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 05, 2023","Clark","Haley","lila.kunze@yahoo.com","unknown","","Added","N/A - No Access","Live","","","","","10330205","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 05, 2023","Eliza","Fisher","emmalee_franey@yahoo.com","unknown","","Added","Added","Live","","","","","10330204","","","","0","0","0","","","","","","","","No","","","TestNotes","","","","","","","","","","",""
"Apr 05, 2023","Catharine","Ratke","nathanael_gibson@hotmail.com","unknown","","N/A - No Access","Added","Live","","","","","10330203","","","","0","0","0","","","","","","","","No","","","TestNotes","","","","","","","","","","",""
"Apr 05, 2023","Gus","Klocko","carolina.rath96@gmail.com","unknown","","Added","N/A - No Access","Live","","","","","10330202","","","","0","0","0","","","","","","","","No","","","TestNotes","","","","","","","","","","",""
"Apr 05, 2023","Sean","Franecki","terry.haag@gmail.com","unknown","Swimming, Delta Delta Delta, French Club, Hillel, Dallas, Photography Students & Alumni, Brookfield House, Law School, Corporate Sponsorship","Added","Added","Live","","","","","10330201","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Apr 05, 2023","Damaris","Becker","micaela_kreiger9@gmail.com","unknown","Swimming, Delta Delta Delta, French Club, Hillel, Dallas, Photography Students & Alumni, Brookfield House, Law School, Corporate Sponsorship","N/A - No Access","Added","Live","","","","","10330200","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Apr 05, 2023","Major","Mertz","leif_senger63@yahoo.com","unknown","Swimming, Delta Delta Delta, French Club, Hillel, Dallas, Photography Students & Alumni, Brookfield House, Law School, Corporate Sponsorship","Added","N/A - No Access","Live","","","","","10330199","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Apr 05, 2023","Anika","Ledner","ahmad.oreilly@yahoo.com","unknown","","Added","Added","Live","","","","","10330198","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Apr 05, 2023","Deangelo","Brakus","mozell12@hotmail.com","unknown","","N/A - No Access","Added","Live","","","","","10330197","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Apr 05, 2023","Valentin","Welch","linda88@gmail.com","unknown","","Added","N/A - No Access","Live","","","","","10330196","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Apr 05, 2023","Leda","Swaniawski","joanie78@yahoo.com","unknown","","N/A - No Access","N/A - No Access","N/A - No Access","","","","","10330195","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Apr 05, 2023","Lina","Orn","judson.mckenzie@hotmail.com","unknown","","N/A - No Access","N/A - No Access","N/A - No Access","","","","","10330194","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Apr 04, 2023","Kaley","Waelchi","keegan.leffler@yahoo.com","unknown","","Incomplete Registration","N/A - No Access","Live","Apr 05, 2023","","","","10330190","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Apr 04, 2023","King","Kihn","hudson_grant@hotmail.com","unknown","","Added","N/A - No Access","Live","","","","","10330189","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Apr 04, 2023","Alvina","Denesik","emily_cassin@gmail.com","unknown","","Added","Added","Live","","","","","10330188","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 04, 2023","Lilian","Lockman","sophia_hermann88@yahoo.com","unknown","","N/A - No Access","Added","Live","","","","","10330187","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 04, 2023","Electa","Reilly","chloe.rowe@yahoo.com","unknown","","Added","N/A - No Access","Live","","","","","10330186","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 04, 2023","Friedrich","Murazik","consuelo.schmitt@hotmail.com","unknown","","Added","Added","Live","","","","","10330185","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 04, 2023","Austyn","Beier","telly30@gmail.com","unknown","","N/A - No Access","Added","Live","","","","","10330184","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 04, 2023","Arjun","Breitenberg","haleigh42@hotmail.com","unknown","","Added","N/A - No Access","Live","","","","","10330183","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 04, 2023","Jamey","Feil","dewayne_hermiston@hotmail.com","unknown","","Added","Added","Live","","","","","10330182","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 04, 2023","Ronny","Sipes","abdiel84@gmail.com","unknown","","N/A - No Access","Added","Live","","","","","10330181","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 04, 2023","Winona","Daugherty","waldo17@hotmail.com","unknown","","Added","N/A - No Access","Live","","","","","10330180","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 04, 2023","Ray","Streich","cindy.franecki36@yahoo.com","unknown","","Added","Added","Live","","","","","10330179","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 04, 2023","Eryn","Lind","richard_steuber@gmail.com","unknown","","N/A - No Access","Added","Live","","","","","10330178","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
"Apr 04, 2023","Felicia","Huels","zane_hayes@hotmail.com","unknown","","Added","N/A - No Access","Live","","","","","10330177","","","","0","0","0","","","","","","","","No","","","","Design School","","","","","","","","","",""
